T,min_dir_prob,min_sell_dir_prob,min_edge_ratio,cal_n_act,cal_n_buy,cal_n_sell,cal_coverage,cal_hit_rate,cal_expectancy_pct,cal_win_rate,cal_sharpe,oos_n_act,oos_n_buy,oos_n_sell,oos_coverage,oos_hit_rate,oos_expectancy_pct,oos_win_rate,oos_sharpe
0.9000,0.5800,0.4200,7.0000,178,117,61,0.0311,0.4045,-0.2073,0.3427,-3.5232,429,266,163,0.0321,0.3939,-0.2107,0.3660,-3.2917
0.9000,0.5800,0.4200,8.0000,102,81,21,0.0178,0.4608,-0.2490,0.3431,-3.8235,242,161,81,0.0181,0.4215,-0.1307,0.4008,-1.8763
0.9000,0.6000,0.4000,3.0000,1255,629,626,0.2194,0.4255,-0.1732,0.3450,-3.4408,2986,1426,1560,0.2237,0.3999,-0.2150,0.3248,-4.1915
0.9000,0.6000,0.4000,4.0000,846,414,432,0.1479,0.4208,-0.1996,0.3286,-3.7201,2014,985,1029,0.1509,0.4081,-0.1934,0.3396,-3.6883
0.9000,0.6000,0.4000,5.0000,554,287,267,0.0969,0.4206,-0.2004,0.3430,-3.8077,1229,620,609,0.0921,0.4158,-0.1766,0.3499,-3.1619
0.9000,0.6000,0.4000,6.0000,319,179,140,0.0558,0.3824,-0.2148,0.3386,-3.8625,700,390,310,0.0524,0.4029,-0.1909,0.3471,-3.3790
0.9000,0.6000,0.4000,7.0000,174,111,63,0.0304,0.3966,-0.1985,0.3391,-3.3714,420,256,164,0.0315,0.3929,-0.2168,0.3595,-3.4283
0.9000,0.6000,0.4000,8.0000,98,76,22,0.0171,0.4592,-0.2389,0.3367,-3.6473,236,154,82,0.0177,0.4195,-0.1294,0.3941,-1.8792
0.9000,0.6200,0.3800,3.0000,1228,600,628,0.2147,0.4235,-0.1742,0.3428,-3.4721,2927,1357,1570,0.2193,0.4011,-0.2135,0.3242,-4.1963
0.9000,0.6200,0.3800,4.0000,832,398,434,0.1455,0.4183,-0.2009,0.3269,-3.7704,1978,942,1036,0.1482,0.4100,-0.1932,0.3377,-3.7216
0.9000,0.6200,0.3800,5.0000,547,278,269,0.0956,0.4186,-0.1965,0.3419,-3.7816,1213,598,615,0.0909,0.4155,-0.1815,0.3454,-3.2682
0.9000,0.6200,0.3800,6.0000,316,174,142,0.0552,0.3797,-0.1990,0.3386,-3.6325,697,383,314,0.0522,0.4032,-0.1981,0.3429,-3.5091
0.9000,0.6200,0.3800,7.0000,170,106,64,0.0297,0.3941,-0.1696,0.3412,-2.9452,420,253,167,0.0315,0.3952,-0.2244,0.3548,-3.5476
0.9000,0.6200,0.3800,8.0000,96,73,23,0.0168,0.4583,-0.2188,0.3333,-3.3913,238,153,85,0.0178,0.4202,-0.1409,0.3866,-2.0484
0.9000,0.6400,0.3600,3.0000,1196,565,631,0.2091,0.4197,-0.1755,0.3395,-3.4778,2851,1279,1572,0.2136,0.4016,-0.2108,0.3244,-4.1558
0.9000,0.6400,0.3600,4.0000,820,383,437,0.1434,0.4159,-0.2016,0.3256,-3.7716,1934,897,1037,0.1449,0.4116,-0.1933,0.3371,-3.7278
0.9000,0.6400,0.3600,5.0000,542,271,271,0.0948,0.4188,-0.1995,0.3395,-3.8396,1188,572,616,0.0890,0.4167,-0.1831,0.3451,-3.2906
0.9000,0.6400,0.3600,6.0000,312,170,142,0.0545,0.3814,-0.2022,0.3365,-3.6861,682,367,315,0.0511,0.4047,-0.1989,0.3416,-3.5297
0.9000,0.6400,0.3600,7.0000,166,102,64,0.0290,0.3976,-0.1748,0.3373,-3.0262,416,248,168,0.0312,0.3966,-0.2231,0.3558,-3.5513
0.9000,0.6400,0.3600,8.0000,95,72,23,0.0166,0.4526,-0.2343,0.3263,-3.6526,235,149,86,0.0176,0.4213,-0.1457,0.3872,-2.1259
0.9000,0.6600,0.3400,3.0000,1157,525,632,0.2023,0.4192,-0.1792,0.3379,-3.9239,2758,1183,1575,0.2066,0.4043,-0.2055,0.3270,-4.0570
0.9000,0.6600,0.3400,4.0000,795,357,438,0.1390,0.4151,-0.2113,0.3245,-4.4971,1880,841,1039,0.1409,0.4138,-0.1889,0.3388,-3.6713
0.9000,0.6600,0.3400,5.0000,526,254,272,0.0920,0.4183,-0.1927,0.3403,-3.7884,1164,547,617,0.0872,0.4184,-0.1822,0.3462,-3.2740
0.9000,0.6600,0.3400,6.0000,303,160,143,0.0530,0.3828,-0.2019,0.3366,-3.6894,668,352,316,0.0500,0.4072,-0.1974,0.3428,-3.4819
0.9000,0.6600,0.3400,7.0000,160,96,64,0.0280,0.4000,-0.1843,0.3312,-3.1676,408,239,169,0.0306,0.3946,-0.2171,0.3603,-3.4281
0.9000,0.6600,0.3400,8.0000,90,67,23,0.0157,0.4556,-0.2488,0.3222,-3.8375,231,144,87,0.0173,0.4156,-0.1355,0.3939,-1.9631
0.9000,0.6800,0.3200,3.0000,1115,482,633,0.1949,0.4179,-0.1818,0.3363,-3.9686,2648,1069,1579,0.1984,0.4109,-0.2028,0.3282,-3.9751
0.9000,0.6800,0.3200,4.0000,771,332,439,0.1348,0.4137,-0.2141,0.3230,-4.5632,1822,780,1042,0.1365,0.4188,-0.1866,0.3375,-3.6126
0.9000,0.6800,0.3200,5.0000,512,240,272,0.0895,0.4141,-0.1959,0.3398,-3.8490,1138,519,619,0.0853,0.4253,-0.1811,0.3445,-3.2436
0.9000,0.6800,0.3200,6.0000,296,153,143,0.0517,0.3818,-0.2077,0.3345,-3.7903,654,337,317,0.0490,0.4128,-0.1925,0.3440,-3.3767
0.9000,0.6800,0.3200,7.0000,155,91,64,0.0271,0.4065,-0.1926,0.3290,-3.3147,401,231,170,0.0300,0.3965,-0.2125,0.3616,-3.3414
